Site,Data_Source,ISO_Date,Year,Month,Day,Temperature
unitless,unitless,unitless,unitless,unitless,unitless,degrees Celsius (degC)
LTER1,LTER0,2014-03-01,2014,3,1,28.71
LTER1,LTER0,2014-03-02,2014,3,2,28.75
LTER1,LTER0,2014-03-03,2014,3,3,28.83
LTER1,LTER0,2014-03-04,2014,3,4,28.82
LTER1,LTER0,2014-03-05,2014,3,5,28.85
LTER1,LTER0,2014-03-06,2014,3,6,28.85
LTER1,LTER0,2014-03-07,2014,3,7,28.63
LTER1,LTER0,2014-03-08,2014,3,8,28.57
LTER1,LTER0,2014-03-09,2014,3,9,28.57
LTER1,LTER0,2014-03-10,2014,3,10,28.65
LTER1,LTER0,2014-03-11,2014,3,11,28.7
LTER1,LTER0,2014-03-12,2014,3,12,28.74
LTER1,LTER0,2014-03-13,2014,3,13,28.65
LTER1,LTER0,2014-03-14,2014,3,14,28.52
LTER1,LTER0,2014-03-15,2014,3,15,28.35
LTER1,LTER0,2014-03-16,2014,3,16,28.29
LTER1,LTER0,2014-03-17,2014,3,17,28.31
LTER1,LTER0,2014-03-18,2014,3,18,28.25
LTER1,LTER0,2014-03-19,2014,3,19,28.3
LTER1,LTER0,2014-03-20,2014,3,20,28.32
LTER1,LTER0,2014-03-21,2014,3,21,28.39
LTER1,LTER0,2014-03-22,2014,3,22,28.52
LTER1,LTER0,2014-03-23,2014,3,23,28.52
LTER1,LTER0,2014-03-24,2014,3,24,28.7
LTER1,LTER0,2014-03-25,2014,3,25,28.66
LTER1,LTER0,2014-03-26,2014,3,26,28.58
LTER1,LTER0,2014-03-27,2014,3,27,28.59
LTER1,LTER0,2014-03-28,2014,3,28,28.66
LTER1,LTER0,2014-03-29,2014,3,29,28.72
LTER1,LTER0,2014-03-30,2014,3,30,28.78
LTER1,LTER0,2014-03-31,2014,3,31,28.82
LTER1,LTER0,2014-04-01,2014,4,1,28.83
LTER1,LTER0,2014-04-02,2014,4,2,28.83
LTER1,LTER0,2014-04-03,2014,4,3,28.81
LTER1,LTER0,2014-04-04,2014,4,4,28.72
LTER1,LTER0,2014-04-05,2014,4,5,28.68
LTER1,LTER0,2014-04-06,2014,4,6,28.68
LTER1,LTER0,2014-04-07,2014,4,7,28.67
LTER1,LTER0,2014-04-08,2014,4,8,28.57
LTER1,LTER0,2014-04-09,2014,4,9,28.5
LTER1,LTER0,2014-04-10,2014,4,10,28.49
LTER1,LTER0,2014-04-11,2014,4,11,28.51
LTER1,LTER0,2014-04-12,2014,4,12,28.45
LTER1,LTER0,2014-04-13,2014,4,13,28.36
LTER1,LTER0,2014-04-14,2014,4,14,28.39
LTER1,LTER0,2014-04-15,2014,4,15,28.48
LTER1,LTER0,2014-04-16,2014,4,16,28.51
LTER1,LTER0,2014-04-17,2014,4,17,28.45
LTER1,LTER0,2014-04-18,2014,4,18,28.39
LTER1,LTER0,2014-04-19,2014,4,19,28.43
LTER1,LTER0,2014-04-20,2014,4,20,28.4
LTER1,LTER0,2014-04-21,2014,4,21,28.39
LTER1,LTER0,2014-04-22,2014,4,22,28.48
LTER1,LTER0,2014-04-23,2014,4,23,28.54
LTER1,LTER0,2014-04-24,2014,4,24,28.48
LTER1,LTER0,2014-04-25,2014,4,25,28.39
LTER1,LTER0,2014-04-26,2014,4,26,28.4
LTER1,LTER0,2014-04-27,2014,4,27,28.41
LTER1,LTER0,2014-04-28,2014,4,28,28.32
LTER1,LTER0,2014-04-29,2014,4,29,28.18
LTER1,LTER0,2014-04-30,2014,4,30,28.1
LTER1,LTER0,2014-05-01,2014,5,1,28.07
LTER1,LTER0,2014-05-02,2014,5,2,28.14
LTER1,LTER0,2014-05-03,2014,5,3,28.15
LTER1,LTER0,2014-05-04,2014,5,4,28.07
LTER1,LTER0,2014-05-05,2014,5,5,28.1
LTER1,LTER0,2014-05-06,2014,5,6,28.1
LTER1,LTER0,2014-05-07,2014,5,7,27.99
LTER1,LTER0,2014-05-08,2014,5,8,28.03
LTER1,LTER0,2014-05-09,2014,5,9,28.03
LTER1,LTER0,2014-05-10,2014,5,10,28.17
LTER1,LTER0,2014-05-11,2014,5,11,28.2
LTER1,LTER0,2014-05-12,2014,5,12,28.16
LTER1,LTER0,2014-05-13,2014,5,13,28.11
LTER1,LTER0,2014-05-14,2014,5,14,28.15
LTER1,LTER0,2014-05-15,2014,5,15,28.1
LTER1,LTER0,2014-05-16,2014,5,16,28.04
LTER1,LTER0,2014-05-17,2014,5,17,27.99
LTER1,LTER0,2014-05-18,2014,5,18,27.98
LTER1,LTER0,2014-05-19,2014,5,19,27.99
LTER1,LTER0,2014-05-20,2014,5,20,28.01
LTER1,LTER0,2014-05-21,2014,5,21,27.95
LTER1,LTER0,2014-05-22,2014,5,22,27.88
LTER1,LTER0,2014-05-23,2014,5,23,27.89
LTER1,LTER0,2014-05-24,2014,5,24,27.91
LTER1,LTER0,2014-05-25,2014,5,25,27.94
LTER1,LTER0,2014-05-26,2014,5,26,27.91
LTER1,LTER0,2014-05-27,2014,5,27,28.01
LTER1,LTER0,2014-05-28,2014,5,28,27.93
LTER1,LTER0,2014-05-29,2014,5,29,27.86
LTER1,LTER0,2014-05-30,2014,5,30,27.82
LTER1,LTER0,2014-05-31,2014,5,31,27.81
LTER1,LTER0,2014-06-01,2014,6,1,27.77
LTER1,LTER0,2014-06-02,2014,6,2,27.7
LTER1,LTER0,2014-06-03,2014,6,3,27.63
LTER1,LTER0,2014-06-04,2014,6,4,27.65
LTER1,LTER0,2014-06-05,2014,6,5,27.63
LTER1,LTER0,2014-06-06,2014,6,6,27.64
LTER1,LTER0,2014-06-07,2014,6,7,27.63
LTER1,LTER0,2014-06-08,2014,6,8,27.59
LTER1,LTER0,2014-06-09,2014,6,9,27.47
LTER1,LTER0,2014-06-10,2014,6,10,27.38
LTER1,LTER0,2014-06-11,2014,6,11,27.35
LTER1,LTER0,2014-06-12,2014,6,12,27.36
LTER1,LTER0,2014-06-13,2014,6,13,27.3
LTER1,LTER0,2014-06-14,2014,6,14,27.27
LTER1,LTER0,2014-06-15,2014,6,15,27.23
LTER1,LTER0,2014-06-16,2014,6,16,27.27
LTER1,LTER0,2014-06-17,2014,6,17,27.25
LTER1,LTER0,2014-06-18,2014,6,18,27.24
LTER1,LTER0,2014-06-19,2014,6,19,27.3
LTER1,LTER0,2014-06-20,2014,6,20,27.28
LTER1,LTER0,2014-06-21,2014,6,21,27.21
LTER1,LTER0,2014-06-22,2014,6,22,27.22
LTER1,LTER0,2014-06-23,2014,6,23,27.2
LTER1,LTER0,2014-06-24,2014,6,24,27.14
LTER1,LTER0,2014-06-25,2014,6,25,27.06
LTER1,LTER0,2014-06-26,2014,6,26,27.06
LTER1,LTER0,2014-06-27,2014,6,27,26.97
LTER1,LTER0,2014-06-28,2014,6,28,26.93
LTER1,LTER0,2014-06-29,2014,6,29,26.94
LTER1,LTER0,2014-06-30,2014,6,30,27.02
LTER1,LTER0,2014-07-01,2014,7,1,26.89
LTER1,LTER0,2014-07-02,2014,7,2,26.83
LTER1,LTER0,2014-07-03,2014,7,3,26.88
LTER1,LTER0,2014-07-04,2014,7,4,26.91
LTER1,LTER0,2014-07-05,2014,7,5,26.88
LTER1,LTER2,2014-07-06,2014,7,6,26.82
LTER1,LTER2,2014-07-07,2014,7,7,26.87
LTER1,LTER2,2014-07-08,2014,7,8,26.85
LTER1,LTER2,2014-07-09,2014,7,9,26.81
LTER1,LTER2,2014-07-10,2014,7,10,26.8
LTER1,LTER2,2014-07-11,2014,7,11,26.82
LTER1,LTER2,2014-07-12,2014,7,12,26.73
LTER1,LTER2,2014-07-13,2014,7,13,26.71
LTER1,LTER2,2014-07-14,2014,7,14,26.73
LTER1,LTER2,2014-07-15,2014,7,15,26.8
LTER1,LTER2,2014-07-16,2014,7,16,26.8
LTER1,LTER2,2014-07-17,2014,7,17,26.76
LTER1,LTER2,2014-07-18,2014,7,18,26.76
LTER1,LTER2,2014-07-19,2014,7,19,26.83
LTER1,LTER2,2014-07-20,2014,7,20,26.82
LTER1,LTER2,2014-07-21,2014,7,21,26.87
LTER1,LTER2,2014-07-22,2014,7,22,26.8
LTER1,LTER2,2014-07-23,2014,7,23,26.78
LTER1,LTER2,2014-07-24,2014,7,24,26.85
LTER1,LTER2,2014-07-25,2014,7,25,26.88
LTER1,LTER2,2014-07-26,2014,7,26,26.84
LTER1,LTER2,2014-07-27,2014,7,27,26.86
LTER1,LTER2,2014-07-28,2014,7,28,26.87
LTER1,LTER2,2014-07-29,2014,7,29,26.8
LTER1,LTER2,2014-07-30,2014,7,30,26.76
LTER1,LTER2,2014-07-31,2014,7,31,26.81
LTER1,LTER2,2014-08-01,2014,8,1,26.78
LTER1,LTER2,2014-08-02,2014,8,2,26.85
LTER1,LTER2,2014-08-03,2014,8,3,26.79
LTER1,LTER2,2014-08-04,2014,8,4,26.76
LTER1,LTER2,2014-08-05,2014,8,5,26.8
LTER1,LTER2,2014-08-06,2014,8,6,26.77
LTER1,LTER2,2014-08-07,2014,8,7,26.72
LTER1,LTER2,2014-08-08,2014,8,8,26.77
LTER1,LTER2,2014-08-09,2014,8,9,26.77
LTER1,LTER2,2014-08-10,2014,8,10,26.76
LTER1,LTER2,2014-08-11,2014,8,11,26.84
LTER1,LTER2,2014-08-12,2014,8,12,26.83
LTER1,LTER2,2014-08-13,2014,8,13,26.8
LTER1,LTER2,2014-08-14,2014,8,14,26.84
LTER1,LTER2,2014-08-15,2014,8,15,26.9
LTER1,LTER2,2014-08-16,2014,8,16,26.92
LTER1,LTER2,2014-08-17,2014,8,17,26.96
LTER1,LTER2,2014-08-18,2014,8,18,27.05
LTER1,LTER2,2014-08-19,2014,8,19,27.04
LTER1,LTER2,2014-08-20,2014,8,20,27.01
LTER1,LTER2,2014-08-21,2014,8,21,27.03
LTER1,LTER2,2014-08-22,2014,8,22,27.09
LTER1,LTER2,2014-08-23,2014,8,23,27.07
LTER1,LTER2,2014-08-24,2014,8,24,27.04
LTER1,LTER2,2014-08-25,2014,8,25,27.03
LTER1,LTER2,2014-08-26,2014,8,26,27
LTER1,LTER2,2014-08-27,2014,8,27,27.01
LTER1,LTER2,2014-08-28,2014,8,28,26.97
LTER1,LTER0,2014-08-29,2014,8,29,26.94
LTER1,LTER0,2014-08-30,2014,8,30,26.83
LTER1,LTER0,2014-08-31,2014,8,31,26.85
LTER1,LTER0,2014-09-01,2014,9,1,26.82
LTER1,LTER0,2014-09-02,2014,9,2,26.69
LTER1,LTER0,2014-09-03,2014,9,3,26.78
LTER1,LTER0,2014-09-04,2014,9,4,26.93
LTER1,LTER0,2014-09-05,2014,9,5,26.95
LTER1,LTER0,2014-09-06,2014,9,6,26.92
LTER1,LTER0,2014-09-07,2014,9,7,26.91
LTER1,LTER0,2014-09-08,2014,9,8,26.86
LTER1,LTER0,2014-09-09,2014,9,9,26.89
LTER1,LTER0,2014-09-10,2014,9,10,26.93
LTER1,LTER0,2014-09-11,2014,9,11,26.95
LTER1,LTER0,2014-09-12,2014,9,12,26.93
LTER1,LTER0,2014-09-13,2014,9,13,27.01
LTER1,LTER0,2014-09-14,2014,9,14,26.96
LTER1,LTER0,2014-09-15,2014,9,15,26.94
LTER1,LTER0,2014-09-16,2014,9,16,27
LTER1,LTER0,2014-09-17,2014,9,17,27
LTER1,LTER0,2014-09-18,2014,9,18,27.1
LTER1,LTER0,2014-09-19,2014,9,19,27.32
LTER1,LTER0,2014-09-20,2014,9,20,27.32
LTER1,LTER0,2014-09-21,2014,9,21,27.37
LTER1,LTER0,2014-09-22,2014,9,22,27.44
LTER1,LTER0,2014-09-23,2014,9,23,27.44
LTER1,LTER0,2014-09-24,2014,9,24,27.48
LTER1,LTER0,2014-09-25,2014,9,25,27.59
LTER1,LTER0,2014-09-26,2014,9,26,27.58
LTER1,LTER0,2014-09-27,2014,9,27,27.48
LTER1,LTER0,2014-09-28,2014,9,28,27.42
LTER1,LTER0,2014-09-29,2014,9,29,27.39
LTER1,LTER0,2014-09-30,2014,9,30,27.37
LTER1,LTER0,2014-10-01,2014,10,1,27.36
LTER1,LTER0,2014-10-02,2014,10,2,27.42
LTER1,LTER0,2014-10-03,2014,10,3,27.37
LTER1,LTER0,2014-10-04,2014,10,4,27.35
LTER1,LTER0,2014-10-05,2014,10,5,27.3
LTER1,LTER0,2014-10-06,2014,10,6,27.25
LTER1,LTER0,2014-10-07,2014,10,7,27.2
LTER1,LTER0,2014-10-08,2014,10,8,27.12
LTER1,LTER0,2014-10-09,2014,10,9,26.97
LTER1,LTER0,2014-10-10,2014,10,10,26.88
LTER1,LTER0,2014-10-11,2014,10,11,26.86
LTER1,LTER0,2014-10-12,2014,10,12,26.92
LTER1,LTER0,2014-10-13,2014,10,13,26.84
LTER1,LTER0,2014-10-14,2014,10,14,26.98
LTER1,LTER0,2014-10-15,2014,10,15,27.24
LTER1,LTER0,2014-10-16,2014,10,16,27.36
LTER1,LTER0,2014-10-17,2014,10,17,27.42
LTER1,LTER0,2014-10-18,2014,10,18,27.31
LTER1,LTER0,2014-10-19,2014,10,19,27.31
LTER1,LTER0,2014-10-20,2014,10,20,27.27
LTER1,LTER0,2014-10-21,2014,10,21,27.31
LTER1,LTER0,2014-10-22,2014,10,22,27.3
LTER1,LTER0,2014-10-23,2014,10,23,27.3
LTER1,LTER0,2014-10-24,2014,10,24,27.3
LTER1,LTER0,2014-10-25,2014,10,25,27.15
LTER1,LTER0,2014-10-26,2014,10,26,27.4
LTER1,LTER0,2014-10-27,2014,10,27,27.39
LTER1,LTER0,2014-10-28,2014,10,28,27.87
LTER1,LTER0,2014-10-29,2014,10,29,27.4
LTER1,LTER0,2014-10-30,2014,10,30,27.74
LTER1,LTER0,2014-10-31,2014,10,31,27.83
LTER1,LTER0,2014-11-01,2014,11,1,27.58
LTER1,LTER0,2014-11-02,2014,11,2,27.56
LTER1,LTER0,2014-11-03,2014,11,3,27.6
LTER1,LTER0,2014-11-04,2014,11,4,27.75
LTER1,LTER0,2014-11-05,2014,11,5,27.6
LTER1,LTER0,2014-11-06,2014,11,6,27.48
LTER1,LTER0,2014-11-07,2014,11,7,27.44
LTER1,LTER0,2014-11-08,2014,11,8,27.58
LTER1,LTER0,2014-11-09,2014,11,9,27.6
LTER1,LTER0,2014-11-10,2014,11,10,27.59
LTER1,LTER0,2014-11-11,2014,11,11,27.58
LTER1,LTER0,2014-11-12,2014,11,12,27.83
LTER1,LTER0,2014-11-13,2014,11,13,27.68
LTER1,LTER0,2014-11-14,2014,11,14,27.62
LTER1,LTER0,2014-11-15,2014,11,15,27.73
LTER1,LTER0,2014-11-16,2014,11,16,27.67
LTER1,LTER0,2014-11-17,2014,11,17,27.84
LTER1,LTER0,2014-11-18,2014,11,18,27.85
LTER1,LTER0,2014-11-19,2014,11,19,28.02
LTER1,LTER0,2014-11-20,2014,11,20,28.08
LTER1,LTER0,2014-11-21,2014,11,21,28.08
LTER1,LTER0,2014-11-22,2014,11,22,28.03
LTER1,LTER0,2014-11-23,2014,11,23,28.19
LTER1,LTER0,2014-11-24,2014,11,24,28.07
LTER1,LTER0,2014-11-25,2014,11,25,28.14
LTER1,LTER0,2014-11-26,2014,11,26,27.98
LTER1,LTER0,2014-11-27,2014,11,27,27.89
LTER1,LTER0,2014-11-28,2014,11,28,27.89
LTER1,LTER0,2014-11-29,2014,11,29,27.87
LTER1,LTER0,2014-11-30,2014,11,30,27.79
LTER1,LTER0,2014-12-01,2014,12,1,27.76
LTER1,LTER0,2014-12-02,2014,12,2,27.84
LTER1,LTER0,2014-12-03,2014,12,3,28.11
LTER1,LTER0,2014-12-04,2014,12,4,28.26
LTER1,LTER0,2014-12-05,2014,12,5,28.3
LTER1,LTER0,2014-12-06,2014,12,6,28.48
LTER1,LTER0,2014-12-07,2014,12,7,28.56
LTER1,LTER0,2014-12-08,2014,12,8,28.52
LTER1,LTER0,2014-12-09,2014,12,9,28.36
LTER1,LTER0,2014-12-10,2014,12,10,28.36
LTER1,LTER0,2014-12-11,2014,12,11,28.37
LTER1,LTER0,2014-12-12,2014,12,12,28.46
LTER1,LTER0,2014-12-13,2014,12,13,28.62
LTER1,LTER0,2014-12-14,2014,12,14,28.53
LTER1,LTER0,2014-12-15,2014,12,15,28.23
LTER1,LTER0,2014-12-16,2014,12,16,28.34
LTER1,LTER0,2014-12-17,2014,12,17,28.24
LTER1,LTER0,2014-12-18,2014,12,18,28.52
LTER1,LTER0,2014-12-19,2014,12,19,28.42
LTER1,LTER0,2014-12-20,2014,12,20,28.35
LTER1,LTER0,2014-12-21,2014,12,21,28.27
LTER1,LTER0,2014-12-22,2014,12,22,28.1
LTER1,LTER0,2014-12-23,2014,12,23,27.78
LTER1,LTER0,2014-12-24,2014,12,24,27.82
LTER1,LTER0,2014-12-25,2014,12,25,27.91
LTER1,LTER0,2014-12-26,2014,12,26,27.94
LTER1,LTER0,2014-12-27,2014,12,27,28.03
LTER1,LTER0,2014-12-28,2014,12,28,28.03
LTER1,LTER0,2014-12-29,2014,12,29,28.25
LTER1,LTER0,2014-12-30,2014,12,30,28.5
LTER1,LTER0,2014-12-31,2014,12,31,28.68
LTER1,LTER0,2015-01-01,2015,1,1,28.64
LTER1,LTER0,2015-01-02,2015,1,2,28.48
LTER1,LTER0,2015-01-03,2015,1,3,28.78
LTER1,LTER0,2015-01-04,2015,1,4,28.69
LTER1,LTER0,2015-01-05,2015,1,5,28.93
LTER1,LTER0,2015-01-06,2015,1,6,28.83
LTER1,LTER0,2015-01-07,2015,1,7,28.84
LTER1,LTER0,2015-01-08,2015,1,8,28.94
LTER1,LTER0,2015-01-09,2015,1,9,29
LTER1,LTER0,2015-01-10,2015,1,10,28.99
LTER1,LTER0,2015-01-11,2015,1,11,29.11
LTER1,LTER0,2015-01-12,2015,1,12,29.28
LTER1,LTER0,2015-01-13,2015,1,13,29.31
LTER1,LTER0,2015-01-14,2015,1,14,29.23
LTER1,LTER0,2015-01-15,2015,1,15,29.44
LTER1,LTER0,2015-01-16,2015,1,16,29.34
LTER1,LTER0,2015-01-17,2015,1,17,29.28
LTER1,LTER0,2015-01-18,2015,1,18,28.93
LTER1,LTER0,2015-01-19,2015,1,19,29.01
LTER1,LTER0,2015-01-20,2015,1,20,28.8
LTER1,LTER0,2015-01-21,2015,1,21,28.64
LTER1,LTER0,2015-01-22,2015,1,22,28.68
LTER1,LTER0,2015-01-23,2015,1,23,28.63
LTER1,LTER0,2015-01-24,2015,1,24,28.59
LTER1,LTER0,2015-01-25,2015,1,25,28.57
LTER1,LTER0,2015-01-26,2015,1,26,28.32
LTER1,LTER0,2015-01-27,2015,1,27,28.49
LTER1,LTER0,2015-01-28,2015,1,28,28.78
LTER1,LTER0,2015-01-29,2015,1,29,28.77
LTER1,LTER0,2015-01-30,2015,1,30,28.65
LTER1,LTER0,2015-01-31,2015,1,31,28.81
LTER1,LTER0,2015-02-01,2015,2,1,28.87
LTER1,LTER0,2015-02-02,2015,2,2,29.01
LTER1,LTER0,2015-02-03,2015,2,3,29
LTER1,LTER0,2015-02-04,2015,2,4,29.09
LTER1,LTER0,2015-02-05,2015,2,5,28.99
LTER1,LTER0,2015-02-06,2015,2,6,29.05
LTER1,LTER0,2015-02-07,2015,2,7,29.16
LTER1,LTER0,2015-02-08,2015,2,8,29.14
LTER1,LTER0,2015-02-09,2015,2,9,29.18
LTER1,LTER0,2015-02-10,2015,2,10,29.14
LTER1,LTER0,2015-02-11,2015,2,11,29.21
LTER1,LTER0,2015-02-12,2015,2,12,29.09
LTER1,LTER0,2015-02-13,2015,2,13,28.86
LTER1,LTER0,2015-02-14,2015,2,14,28.75
LTER1,LTER0,2015-02-15,2015,2,15,28.79
LTER1,LTER0,2015-02-16,2015,2,16,28.83
LTER1,LTER0,2015-02-17,2015,2,17,28.86
LTER1,LTER0,2015-02-18,2015,2,18,28.95
LTER1,LTER0,2015-02-19,2015,2,19,29.02
LTER1,LTER0,2015-02-20,2015,2,20,29.01
LTER1,LTER0,2015-02-21,2015,2,21,28.92
LTER1,LTER0,2015-02-22,2015,2,22,28.84
LTER1,LTER0,2015-02-23,2015,2,23,28.79
LTER1,LTER0,2015-02-24,2015,2,24,28.86
LTER1,LTER0,2015-02-25,2015,2,25,28.94
LTER1,LTER0,2015-02-26,2015,2,26,28.97
LTER1,LTER0,2015-02-27,2015,2,27,28.96
LTER1,LTER0,2015-02-28,2015,2,28,28.86
LTER1,LTER0,2015-03-01,2015,3,1,28.88
LTER1,LTER0,2015-03-02,2015,3,2,28.92
LTER1,LTER0,2015-03-03,2015,3,3,28.93
LTER1,LTER0,2015-03-04,2015,3,4,28.94
LTER1,LTER0,2015-03-05,2015,3,5,29.04
LTER1,LTER0,2015-03-06,2015,3,6,29.03
LTER1,LTER0,2015-03-07,2015,3,7,29.17
LTER1,LTER0,2015-03-08,2015,3,8,29.03
LTER1,LTER0,2015-03-09,2015,3,9,29.27
LTER1,LTER0,2015-03-10,2015,3,10,29.38
LTER1,LTER0,2015-03-11,2015,3,11,29.4
LTER1,LTER0,2015-03-12,2015,3,12,29.41
LTER1,LTER0,2015-03-13,2015,3,13,29.42
LTER1,LTER0,2015-03-14,2015,3,14,29.2
LTER1,LTER0,2015-03-15,2015,3,15,29.04
LTER1,LTER0,2015-03-16,2015,3,16,29.04
LTER1,LTER0,2015-03-17,2015,3,17,29.12
LTER1,LTER0,2015-03-18,2015,3,18,29.05
LTER1,LTER0,2015-03-19,2015,3,19,29.07
LTER1,LTER0,2015-03-20,2015,3,20,28.89
LTER1,LTER0,2015-03-21,2015,3,21,28.74
LTER1,LTER0,2015-03-22,2015,3,22,28.73
LTER1,LTER0,2015-03-23,2015,3,23,28.85
LTER1,LTER0,2015-03-24,2015,3,24,28.88
LTER1,LTER0,2015-03-25,2015,3,25,28.93
LTER1,LTER0,2015-03-26,2015,3,26,28.98
LTER1,LTER0,2015-03-27,2015,3,27,29.03
LTER1,LTER0,2015-03-28,2015,3,28,29.03
LTER1,LTER0,2015-03-29,2015,3,29,29.12
LTER1,LTER0,2015-03-30,2015,3,30,29.19
LTER1,LTER0,2015-03-31,2015,3,31,29.26
LTER1,LTER0,2015-04-01,2015,4,1,29.21
LTER1,LTER0,2015-04-02,2015,4,2,29.22
LTER1,LTER0,2015-04-03,2015,4,3,29.2
LTER1,LTER0,2015-04-04,2015,4,4,29.22
LTER1,LTER0,2015-04-05,2015,4,5,29.17
LTER1,LTER0,2015-04-06,2015,4,6,29.18
LTER1,LTER0,2015-04-07,2015,4,7,29.15
LTER1,LTER0,2015-04-08,2015,4,8,29.14
LTER1,LTER0,2015-04-09,2015,4,9,29.16
LTER1,LTER0,2015-04-10,2015,4,10,29.15
LTER1,LTER0,2015-04-11,2015,4,11,29.22
LTER1,LTER0,2015-04-12,2015,4,12,29.14
LTER1,LTER0,2015-04-13,2015,4,13,29.01
LTER1,LTER0,2015-04-14,2015,4,14,29.03
LTER1,LTER0,2015-04-15,2015,4,15,29.07
LTER1,LTER0,2015-04-16,2015,4,16,29.11
LTER1,LTER0,2015-04-17,2015,4,17,29.05
LTER1,LTER0,2015-04-18,2015,4,18,29.03
LTER1,LTER0,2015-04-19,2015,4,19,29.08
LTER1,LTER0,2015-04-20,2015,4,20,29.02
LTER1,LTER0,2015-04-21,2015,4,21,28.93
LTER1,LTER0,2015-04-22,2015,4,22,28.81
LTER1,LTER0,2015-04-23,2015,4,23,28.81
LTER1,LTER0,2015-04-24,2015,4,24,28.89
LTER1,LTER0,2015-04-25,2015,4,25,28.91
LTER1,LTER0,2015-04-26,2015,4,26,28.85
LTER1,LTER0,2015-04-27,2015,4,27,28.95
LTER1,LTER0,2015-04-28,2015,4,28,29
LTER1,LTER0,2015-04-29,2015,4,29,29.01
LTER1,LTER0,2015-04-30,2015,4,30,28.95
LTER1,LTER0,2015-05-01,2015,5,1,28.86
LTER1,LTER0,2015-05-02,2015,5,2,28.79
LTER1,LTER0,2015-05-03,2015,5,3,28.81
LTER1,LTER0,2015-05-04,2015,5,4,28.83
LTER1,LTER0,2015-05-05,2015,5,5,28.88
LTER1,LTER0,2015-05-06,2015,5,6,28.81
LTER1,LTER0,2015-05-07,2015,5,7,28.79
LTER1,LTER0,2015-05-08,2015,5,8,28.77
LTER1,LTER0,2015-05-09,2015,5,9,28.67
LTER1,LTER0,2015-05-10,2015,5,10,28.69
LTER1,LTER0,2015-05-11,2015,5,11,28.71
LTER1,LTER0,2015-05-12,2015,5,12,28.67
LTER1,LTER0,2015-05-13,2015,5,13,28.62
LTER1,LTER0,2015-05-14,2015,5,14,28.61
LTER1,LTER0,2015-05-15,2015,5,15,28.58
LTER1,LTER0,2015-05-16,2015,5,16,28.51
LTER1,LTER0,2015-05-17,2015,5,17,28.53
LTER1,LTER0,2015-05-18,2015,5,18,28.57
LTER1,LTER0,2015-05-19,2015,5,19,28.55
LTER1,LTER0,2015-05-20,2015,5,20,28.63
LTER1,LTER0,2015-05-21,2015,5,21,28.66
LTER1,LTER0,2015-05-22,2015,5,22,28.55
LTER1,LTER0,2015-05-23,2015,5,23,28.55
LTER1,LTER0,2015-05-24,2015,5,24,28.51
LTER1,LTER0,2015-05-25,2015,5,25,28.43
LTER1,LTER0,2015-05-26,2015,5,26,28.4
LTER1,LTER0,2015-05-27,2015,5,27,28.42
LTER1,LTER0,2015-05-28,2015,5,28,28.4
LTER1,LTER0,2015-05-29,2015,5,29,28.37
LTER1,LTER0,2015-05-30,2015,5,30,28.31
LTER1,LTER0,2015-05-31,2015,5,31,28.34
LTER1,LTER0,2015-06-01,2015,6,1,28.32
LTER1,LTER0,2015-06-02,2015,6,2,28.31
LTER1,LTER0,2015-06-03,2015,6,3,28.31
LTER1,LTER0,2015-06-04,2015,6,4,28.32
LTER1,LTER0,2015-06-05,2015,6,5,28.31
LTER1,LTER0,2015-06-06,2015,6,6,28.29
LTER1,LTER0,2015-06-07,2015,6,7,28.26
LTER1,LTER0,2015-06-08,2015,6,8,28.24
LTER1,LTER0,2015-06-09,2015,6,9,28.2
LTER1,LTER0,2015-06-10,2015,6,10,28.19
LTER1,LTER0,2015-06-11,2015,6,11,28.2
LTER1,LTER0,2015-06-12,2015,6,12,28.17
LTER1,LTER0,2015-06-13,2015,6,13,28.17
LTER1,LTER0,2015-06-14,2015,6,14,28.15
LTER1,LTER0,2015-06-15,2015,6,15,28.06
LTER1,LTER0,2015-06-16,2015,6,16,27.96
LTER1,LTER0,2015-06-17,2015,6,17,27.91
LTER1,LTER0,2015-06-18,2015,6,18,27.94
LTER1,LTER0,2015-06-19,2015,6,19,27.93
LTER1,LTER0,2015-06-20,2015,6,20,27.85
LTER1,LTER0,2015-06-21,2015,6,21,27.88
LTER1,LTER0,2015-06-22,2015,6,22,27.9
LTER1,LTER0,2015-06-23,2015,6,23,27.79
LTER1,LTER0,2015-06-24,2015,6,24,27.68
LTER1,LTER0,2015-06-25,2015,6,25,27.68
LTER1,LTER0,2015-06-26,2015,6,26,27.68
LTER1,LTER0,2015-06-27,2015,6,27,27.66
LTER1,LTER0,2015-06-28,2015,6,28,27.72
LTER1,LTER0,2015-06-29,2015,6,29,27.8
LTER1,LTER0,2015-06-30,2015,6,30,27.8
LTER1,LTER0,2015-07-01,2015,7,1,27.71
LTER1,LTER0,2015-07-02,2015,7,2,27.71
LTER1,LTER0,2015-07-03,2015,7,3,27.63
LTER1,LTER0,2015-07-04,2015,7,4,27.52
LTER1,LTER0,2015-07-05,2015,7,5,27.62
LTER1,LTER0,2015-07-06,2015,7,6,27.58
LTER1,LTER0,2015-07-07,2015,7,7,27.54
LTER1,LTER0,2015-07-08,2015,7,8,27.55
LTER1,LTER0,2015-07-09,2015,7,9,27.57
LTER1,LTER0,2015-07-10,2015,7,10,27.56
LTER1,LTER0,2015-07-11,2015,7,11,27.48
